"","Nome_científico","Local","Município","eventDate","decimalLatitude","decimalLongitude","measurementDeterminedBy","coordinate.type.","coordinateUncertaintyInMeters","rightsHolder","year","sigla.UF.","ID.","Situação","Categoria CDB","Subcategoria CDB","Ambiente","Grupo biológico"
"605","Nandayus nenday","Refugio Ecologico Caiman","NA","2006-12-12T00:00:00",-19.952642,-56.30441,NA,NA,NA,"GBIF",2006,"MS","ID_122993","Presente",NA,NA,NA,NA
"606","Nandayus nenday","Pousada Aguape","NA","2005-01-11T00:00:00",-20.095621,-55.964844,NA,NA,NA,"GBIF",2005,"MS","ID_122994","Presente",NA,NA,NA,NA
"607","Nandayus nenday","Refugio Ecologico Caiman","NA","2005-03-17T00:00:00",-19.952642,-56.30441,NA,NA,NA,"GBIF",2005,"MS","ID_122997","Presente",NA,NA,NA,NA
"608","Nandayus nenday","Puoso Alegre","NA","2005-04-10T00:00:00",-16.314867,-56.645508,NA,NA,NA,"GBIF",2005,"MT","ID_123003","Presente",NA,NA,NA,NA
"609","Nandayus nenday","Pantanal--Rio Pixaim vicinity","NA","2005-06-13T00:00:00",-16.748095,-56.85747,NA,NA,NA,"GBIF",2005,"MT","ID_123004","Presente",NA,NA,NA,NA
"610","Nandayus nenday","NA","NA","2005-06-13T07:02:00",-16.788389,-56.849534,NA,NA,NA,"GBIF",2005,"MT","ID_123005","Presente",NA,NA,NA,NA
"611","Nandayus nenday","Northern Pantanal","NA","2005-07-22T00:00:00",-16.694078,-56.766357,NA,NA,NA,"GBIF",2005,"MT","ID_123006","Presente",NA,NA,NA,NA
"612","Nandayus nenday","Poconé--Fazenda Santa Tereza (SouthWild Pantanal)","NA","2005-08-15T00:00:00",-16.758114,-56.87723,NA,NA,NA,"GBIF",2005,"MT","ID_123008","Presente",NA,NA,NA,NA
"613","Nandayus nenday","Transpantaneira","NA","2005-08-15T00:00:00",-16.480886,-56.692596,NA,NA,NA,"GBIF",2005,"MT","ID_123010","Presente",NA,NA,NA,NA
"614","Nandayus nenday","Estrada Miranda-Caiman","NA","2005-10-01T00:00:00",-20.103973,-56.329517,NA,NA,NA,"GBIF",2005,"MS","ID_123020","Presente",NA,NA,NA,NA
"615","Nandayus nenday","Porto Murtinho--Faz. Porto Conceição","NA","2005-10-16T00:00:00",-21.478046,-57.928192,NA,NA,NA,"GBIF",2005,"MS","ID_123021","Presente",NA,NA,NA,NA
"616","Nandayus nenday","Maciço do Urucum, Corumbá","NA","2005-11-29T00:00:00",-19.204996,-57.609173,NA,NA,NA,"GBIF",2005,"MS","ID_123022","Presente",NA,NA,NA,NA
"617","Nandayus nenday","Poconé--Pousada Piuval","NA","2005-11-11T00:00:00",-16.37861,-56.620834,NA,NA,NA,"GBIF",2005,"MT","ID_123023","Presente",NA,NA,NA,NA
"618","Nandayus nenday","Refugio Ecologico Caiman","NA","2004-01-01T00:00:00",-19.952642,-56.30441,NA,NA,NA,"GBIF",2004,"MS","ID_123025","Presente",NA,NA,NA,NA
"619","Nandayus nenday","Pantanal hammock camp","NA","2004-04-04T00:00:00",-19.154917,-56.85575,NA,NA,NA,"GBIF",2004,"MS","ID_123026","Presente",NA,NA,NA,NA
"620","Nandayus nenday","Remote camp","NA","2004-04-28T00:00:00",-19.46655,-56.135437,NA,NA,NA,"GBIF",2004,"MS","ID_123027","Presente",NA,NA,NA,NA
"621","Nandayus nenday","Refugio Ecológico Caiman","NA","2004-07-04T00:00:00",-19.954268,-56.30414,NA,NA,NA,"GBIF",2004,"MS","ID_123029","Presente",NA,NA,NA,NA
"622","Nandayus nenday","Aquidauana, MS. Fazenda Aguapé","NA","2004-07-16T00:00:00",-20.0834,-55.9501,NA,NA,NA,"GBIF",2004,"NA","ID_123030","Presente",NA,NA,NA,NA
"623","Nandayus nenday","Pantanal--northern Transpantaneira (km 0-60)","NA","2004-08-08T00:00:00",-16.456923,-56.69135,NA,NA,NA,"GBIF",2004,"MT","ID_123034","Presente",NA,NA,NA,NA
"624","Nandayus nenday","Pantanal--Transpantaneira papyrus marsh","NA","2004-08-18T00:00:00",-16.64406,-56.77075,NA,NA,NA,"GBIF",2004,"MT","ID_123035","Presente",NA,NA,NA,NA
"625","Nandayus nenday","Pantanal--Fazenda Santa Tereza","NA","2004-10-11T00:00:00",-16.781713,-56.873646,NA,NA,NA,"GBIF",2004,"MT","ID_123036","Presente",NA,NA,NA,NA
"626","Nandayus nenday","Campo Grande to Refugio Ecologico Caiman plus tour of Refugio","NA","2004-10-24T00:00:00",-20.4385,-56.023342,NA,NA,NA,"GBIF",2004,"MS","ID_123039","Presente",NA,NA,NA,NA
"627","Nandayus nenday","Refugio Ecologico Caiman, Brazil","NA","2004-11-17T00:00:00",-20.291826,-56.220474,NA,NA,NA,"GBIF",2004,"MS","ID_123040","Presente",NA,NA,NA,NA
"628","Nandayus nenday","Reserva Ecologica Jaguar","NA","2004-11-16T00:00:00",-17.102716,-56.943047,NA,NA,NA,"GBIF",2004,"MT","ID_123046","Presente",NA,NA,NA,NA
"629","Nandayus nenday","Rio Sucuri, Bonito","NA","2004-12-31T00:00:00",-21.255106,-56.570057,NA,NA,NA,"GBIF",2004,"MS","ID_123048","Presente",NA,NA,NA,NA
"630","Nandayus nenday","Pantanal--Trecho Sul da Transpantaneira (km 120 até Porto Jofre)","NA","2003-03-07T00:00:00",-17.11743,-56.92916,NA,NA,NA,"GBIF",2003,"MT","ID_123049","Presente",NA,NA,NA,NA
"631","Nandayus nenday","Pousada Caiman, Aquidauana - State of Mato Grosso do Sul, Brazil","NA","2003-04-13T00:00:00",-19.954159,-56.30407,NA,NA,NA,"GBIF",2003,"MS","ID_123050","Presente",NA,NA,NA,NA
"632","Nandayus nenday","Pantanal--northern Transpantaneira (km 0-60)","NA","2003-06-24T00:00:00",-16.456923,-56.69135,NA,NA,NA,"GBIF",2003,"MT","ID_123051","Presente",NA,NA,NA,NA
"633","Nandayus nenday","Pantanal--Rio Pixaim vicinity","NA","2003-06-08T00:00:00",-16.748095,-56.85747,NA,NA,NA,"GBIF",2003,"MT","ID_123052","Presente",NA,NA,NA,NA
"634","Nandayus nenday","Fazenda Rio Negro","NA","2003-06-30T00:00:00",-19.575142,-56.246014,NA,NA,NA,"GBIF",2003,"MS","ID_123053","Presente",NA,NA,NA,NA
"635","Nandayus nenday","Refugio Ecologico Caiman","NA","2003-06-28T00:00:00",-19.952642,-56.30441,NA,NA,NA,"GBIF",2003,"MS","ID_123055","Presente",NA,NA,NA,NA
"636","Nandayus nenday","Estrada Eletronorte","NA","2003-08-27T00:00:00",-15.696177,-55.892643,NA,NA,NA,"GBIF",2003,"MT","ID_123058","Presente",NA,NA,NA,NA
"637","Nandayus nenday","Estrada-Parque Pantanal Sul","NA","2003-09-01T00:00:00",-19.555666,-57.038612,NA,NA,NA,"GBIF",2003,"MS","ID_123061","Presente",NA,NA,NA,NA
"638","Nandayus nenday","Pantanal (-17.5393, -56.0083)","NA","2003-09-05T00:00:00",-17.5393,-56.0083,NA,NA,NA,"GBIF",2003,"MS","ID_123063","Presente",NA,NA,NA,NA
"639","Nandayus nenday","caiman ranch, pantanal, brazil","NA","2003-11-18T00:00:00",-19.77678,-55.677197,NA,NA,NA,"GBIF",2003,"MS","ID_123066","Presente",NA,NA,NA,NA
"640","Nandayus nenday","Refúgio Ecológico Caiman--General Area","NA","2003-11-11T00:00:00",-19.95431,-56.304276,NA,NA,NA,"GBIF",2003,"MS","ID_123072","Presente",NA,NA,NA,NA
"641","Nandayus nenday","El Pantanal, Fazenda de Natureza","NA","2002-05-23T00:00:00",-19.233099,-56.91865,NA,NA,NA,"GBIF",2002,"MS","ID_123078","Presente",NA,NA,NA,NA
"642","Nandayus nenday","Pixaim/Northern Pantanal","NA","2002-06-12T00:00:00",-16.348,-56.653,NA,NA,NA,"GBIF",2002,"MT","ID_123079","Presente",NA,NA,NA,NA
"643","Nandayus nenday","Pantanal--Rio Pixaim vicinity","NA","2002-08-13T00:00:00",-16.748095,-56.85747,NA,NA,NA,"GBIF",2002,"MT","ID_123081","Presente",NA,NA,NA,NA
"644","Nandayus nenday","Pousada Arara Azul","NA","2002-08-22T00:00:00",-19.32006,-57.051765,NA,NA,NA,"GBIF",2002,"MS","ID_123082","Presente",NA,NA,NA,NA
"645","Nandayus nenday","Poconé--Pousada Piuval","NA","2002-10-15T00:00:00",-16.37861,-56.620834,NA,NA,NA,"GBIF",2002,"MT","ID_123083","Presente",NA,NA,NA,NA
"646","Nandayus nenday","Pantanal -- Fazenda Carandá","NA","2002-10-22T00:00:00",-20.227087,-55.91599,NA,NA,NA,"GBIF",2002,"MS","ID_123084","Presente",NA,NA,NA,NA
"647","Nandayus nenday","Reserva Ecologica Jaguar","NA","2002-10-13T00:00:00",-17.102716,-56.943047,NA,NA,NA,"GBIF",2002,"MT","ID_123087","Presente",NA,NA,NA,NA
"648","Nandayus nenday","Refugio Ecologico Caiman","NA","2002-10-16T00:00:00",-19.952642,-56.30441,NA,NA,NA,"GBIF",2002,"MS","ID_123088","Presente",NA,NA,NA,NA
"649","Nandayus nenday","Pouso Alegre Lodge -- Pantanal","NA","2001-03-14T00:00:00",-16.68224,-56.835022,NA,NA,NA,"GBIF",2001,"MT","ID_123093","Presente",NA,NA,NA,NA
"650","Nandayus nenday","Pousada e Camping Santa Clara","NA","2001-04-26T00:00:00",-19.44733,-57.07575,NA,NA,NA,"GBIF",2001,"MS","ID_123094","Presente",NA,NA,NA,NA
"651","Nandayus nenday","pantanal","NA","2001-07-26T00:00:00",-16.371532,-56.469727,NA,NA,NA,"GBIF",2001,"MT","ID_123095","Presente",NA,NA,NA,NA
"652","Nandayus nenday","Poconé--Pousada Piuval","NA","2001-07-25T00:00:00",-16.37861,-56.620834,NA,NA,NA,"GBIF",2001,"MT","ID_123096","Presente",NA,NA,NA,NA
"653","Nandayus nenday","Fazenda Rio Negro","NA","2001-09-17T00:00:00",-19.575142,-56.246014,NA,NA,NA,"GBIF",2001,"MS","ID_123097","Presente",NA,NA,NA,NA
"654","Nandayus nenday","Passo do Lontra--Base de Pesquisas da UFMS","NA","2001-09-02T00:00:00",-19.576218,-57.019047,NA,NA,NA,"GBIF",2001,"MS","ID_123098","Presente",NA,NA,NA,NA
"655","Nandayus nenday","Pantanal--Hotel Barra Mansa","NA","2001-10-28T00:00:00",-19.588509,-56.088173,NA,NA,NA,"GBIF",2001,"MS","ID_123099","Presente",NA,NA,NA,NA
"656","Nandayus nenday","Passo do Lontra, Pantanal de Miranda, MS","NA","2000-01-14T00:00:00",-19.2667,-57.0167,NA,NA,NA,"GBIF",2000,"NA","ID_123100","Presente",NA,NA,NA,NA
"657","Nandayus nenday","Pousada Arara Azul","NA","2000-06-17T00:00:00",-19.32006,-57.051765,NA,NA,NA,"GBIF",2000,"MS","ID_123102","Presente",NA,NA,NA,NA
"658","Nandayus nenday","eigth stop towards the Pantanal from Chapada dos Guimares","NA","2000-07-20T00:00:00",-16.570148,-56.738583,NA,NA,NA,"GBIF",2000,"MT","ID_123103","Presente",NA,NA,NA,NA
"659","Nandayus nenday","Pantanal--Pousada Rio Claro","NA","2000-09-07T00:00:00",-16.620695,-56.735313,NA,NA,NA,"GBIF",2000,"MT","ID_123104","Presente",NA,NA,NA,NA
"660","Nandayus nenday","RPPN Acurizal","NA","2000-10-16T00:00:00",-17.832891,-57.554203,NA,NA,NA,"GBIF",2000,"MS","ID_123105","Presente",NA,NA,NA,NA
"661","Nandayus nenday","Parque Nacional do Pantanal","NA","1999-06-01T00:00:00",-17.84346,-57.40333,NA,NA,NA,"GBIF",1999,"MT","ID_123106","Presente",NA,NA,NA,NA
"662","Nandayus nenday","Coromba pantanal birding","NA","1998-04-02T00:00:00",-19.077694,-57.409058,NA,NA,NA,"GBIF",1998,"MS","ID_123107","Presente",NA,NA,NA,NA
"663","Nandayus nenday","Refugio Ecologico Caiman","NA","1998-05-25T00:00:00",-19.952642,-56.30441,NA,NA,NA,"GBIF",1998,"MS","ID_123108","Presente",NA,NA,NA,NA
"664","Nandayus nenday","East of Corumba, wetlands and gallery forest","NA","1998-12-26T00:00:00",-19.514896,-57.03415,NA,NA,NA,"GBIF",1998,"MS","ID_123109","Presente",NA,NA,NA,NA
"665","Nandayus nenday","Pantanal","NA","1997-02-22T00:00:00",-19.183435,-57.008057,NA,NA,NA,"GBIF",1997,"MS","ID_123110","Presente",NA,NA,NA,NA
"666","Nandayus nenday","Fazenda Ipiranga","NA","1997-08-08T00:00:00",-16.37755,-56.61307,NA,NA,NA,"GBIF",1997,"MT","ID_123111","Presente",NA,NA,NA,NA
"667","Nandayus nenday","Refugio Ecologico Caiman","NA","1997-11-05T00:00:00",-19.952642,-56.30441,NA,NA,NA,"GBIF",1997,"MS","ID_123112","Presente",NA,NA,NA,NA
"668","Nandayus nenday","Refugio Ecologico Caiman","NA","1996-03-13T00:00:00",-19.952642,-56.30441,NA,NA,NA,"GBIF",1996,"MS","ID_123115","Presente",NA,NA,NA,NA
"669","Nandayus nenday","Pousada Caiman, Pantanal","NA","1995-03-14T00:00:00",-19.954384,-56.304043,NA,NA,NA,"GBIF",1995,"MS","ID_123117","Presente",NA,NA,NA,NA
"670","Nandayus nenday","Transpantaneira--MT-060","NA","1995-06-25T00:00:00",-16.406895,-56.66991,NA,NA,NA,"GBIF",1995,"MT","ID_123118","Presente",NA,NA,NA,NA
"671","Nandayus nenday","Pantanal","NA","1995-06-14T00:00:00",-18.660738,-57.608635,NA,NA,NA,"GBIF",1995,"MS","ID_123119","Presente",NA,NA,NA,NA
"672","Nandayus nenday","Pantanal--Rio Pixaim vicinity","NA","1995-09-20T00:00:00",-16.748095,-56.85747,NA,NA,NA,"GBIF",1995,"MT","ID_123120","Presente",NA,NA,NA,NA
"673","Nandayus nenday","Pantanal--central Transpantaneira (km 60-120)","NA","1995-09-21T00:00:00",-16.784206,-56.844017,NA,NA,NA,"GBIF",1995,"MT","ID_123121","Presente",NA,NA,NA,NA
"674","Nandayus nenday","Refugio Ecologico Caiman","NA","1994-03-09T00:00:00",-19.952642,-56.30441,NA,NA,NA,"GBIF",1994,"MS","ID_123122","Presente",NA,NA,NA,NA
"675","Nandayus nenday","Fazenda Santa Clara","NA","1994-07-24T00:00:00",-19.357794,-57.128906,NA,NA,NA,"GBIF",1994,"MS","ID_123123","Presente",NA,NA,NA,NA
"676","Nandayus nenday","Aquidauana to Miranda","NA","1994-07-21T00:00:00",-20.362652,-56.159363,NA,NA,NA,"GBIF",1994,"MS","ID_123124","Presente",NA,NA,NA,NA
"677","Nandayus nenday","Corumbá","NA","1994-07-22T00:00:00",-19.012949,-57.641445,NA,NA,NA,"GBIF",1994,"MS","ID_123125","Presente",NA,NA,NA,NA
"678","Nandayus nenday","Pantanal--Rio Pixaim vicinity","NA","1994-09-09T00:00:00",-16.748095,-56.85747,NA,NA,NA,"GBIF",1994,"MT","ID_123127","Presente",NA,NA,NA,NA
"679","Nandayus nenday","Refugio Ecologico Caiman","NA","1993-04-06T00:00:00",-19.952642,-56.30441,NA,NA,NA,"GBIF",1993,"MS","ID_123128","Presente",NA,NA,NA,NA
"680","Nandayus nenday","Pantanal--Rio Pixaim vicinity","NA","1993-10-22T00:00:00",-16.748095,-56.85747,NA,NA,NA,"GBIF",1993,"MT","ID_123129","Presente",NA,NA,NA,NA
"681","Nandayus nenday","Poconé--Porto Jofre","NA","1993-10-24T00:00:00",-17.357506,-56.768127,NA,NA,NA,"GBIF",1993,"MT","ID_123130","Presente",NA,NA,NA,NA
"682","Nandayus nenday","Southern Pantanal (approx site)","NA","1993-11-10T00:00:00",-17.34582,-56.78203,NA,NA,NA,"GBIF",1993,"MT","ID_123131","Presente",NA,NA,NA,NA
"683","Nandayus nenday","Pantanal--Rio Pixaim vicinity","NA","1992-08-16T00:00:00",-16.748095,-56.85747,NA,NA,NA,"GBIF",1992,"MT","ID_123132","Presente",NA,NA,NA,NA
"684","Nandayus nenday","Pantanal--P. Jofre boat on Rio Cuiabá & tributaries","NA","1991-08-16T00:00:00",-17.282627,-56.69881,NA,NA,NA,"GBIF",1991,"MT","ID_123133","Presente",NA,NA,NA,NA
"685","Nandayus nenday","Cuiabá-Pixaim","NA","1990-06-22T00:00:00",-16.327635,-56.642246,NA,NA,NA,"GBIF",1990,"MT","ID_123134","Presente",NA,NA,NA,NA
"686","Nandayus nenday","Refúgio Ecológico Caiman--General Area","NA","1990-06-10T00:00:00",-19.95431,-56.304276,NA,NA,NA,"GBIF",1990,"MS","ID_123136","Presente",NA,NA,NA,NA
"687","Nandayus nenday","Pantanal--Rio Pixaim vicinity","NA","1990-09-02T00:00:00",-16.748095,-56.85747,NA,NA,NA,"GBIF",1990,"MT","ID_123137","Presente",NA,NA,NA,NA
"688","Nandayus nenday","Poconé--Porto Jofre","NA","1990-09-01T00:00:00",-17.357506,-56.768127,NA,NA,NA,"GBIF",1990,"MT","ID_123138","Presente",NA,NA,NA,NA
"689","Nandayus nenday","Pantanal Sur, Mato Grosso del Sur, Brazil","NA","1989-07-12T00:00:00",-19.444902,-57.067753,NA,NA,NA,"GBIF",1989,"MS","ID_123139","Presente",NA,NA,NA,NA
"690","Nandayus nenday","Pantanal--Rio Pixaim vicinity","NA","1989-10-11T00:00:00",-16.748095,-56.85747,NA,NA,NA,"GBIF",1989,"MT","ID_123140","Presente",NA,NA,NA,NA
"691","Nandayus nenday","Fazenda Iguacu","NA","1988-08-22T00:00:00",-19.949873,-55.816643,NA,NA,NA,"GBIF",1988,"MS","ID_123141","Presente",NA,NA,NA,NA
"692","Nandayus nenday","Brazil Porto Jaffe, Pantanal","NA","1988-10-29T00:00:00",-17.344631,-56.779747,NA,NA,NA,"GBIF",1988,"MT","ID_123142","Presente",NA,NA,NA,NA
"693","Nandayus nenday","Miranda At Pousada Caiman","NA","1988-11-13T00:00:00",-19.75,-56.333333,NA,NA,NA,"GBIF",1988,"MT","ID_123143","Presente",NA,NA,NA,NA
"694","Nandayus nenday","Pantanal--central Transpantaneira (km 60-120)","NA","1987-09-16T00:00:00",-16.784206,-56.844017,NA,NA,NA,"GBIF",1987,"MT","ID_123144","Presente",NA,NA,NA,NA
"695","Nandayus nenday","Pantanal -- Santa Ysabel road / old IBAMA station","NA","1986-01-31T00:00:00",-17.12369,-56.945713,NA,NA,NA,"GBIF",1986,"MT","ID_123145","Presente",NA,NA,NA,NA
"696","Nandayus nenday","Pantanal--central Transpantaneira (km 60-120)","NA","1986-08-16T00:00:00",-16.784206,-56.844017,NA,NA,NA,"GBIF",1986,"MT","ID_123146","Presente",NA,NA,NA,NA
"697","Nandayus nenday","Cativeiro - Bosque-Jequitibas","Campinas","1985-05-30T00:00:00",-22.905833,-47.060556,NA,NA,NA,"GBIF",1985,"SP","ID_123147","Presente",NA,NA,NA,NA
"698","Nandayus nenday","Rio Paraguay at Porto da Manga","NA","1984-11-10T00:00:00",-19.258663,-57.237514,NA,NA,NA,"GBIF",1984,"MS","ID_123148","Presente",NA,NA,NA,NA
"699","Nandayus nenday","Corumba area","NA","1981-10-14T00:00:00",-19.101624,-57.616375,NA,NA,NA,"GBIF",1981,"MS","ID_123149","Presente",NA,NA,NA,NA
"700","Nandayus nenday","Porto Quebracho","NA",NA,-21.83,-57.88,NA,NA,NA,"GBIF",NA,"MS","ID_123156","Presente",NA,NA,NA,NA
"701","Nandayus nenday","Vila Mercedes, Corumbá","NA",NA,-19,-57.67,NA,NA,NA,"GBIF",NA,"MS","ID_123165","Presente",NA,NA,NA,NA
"702","Nymphaea maculata","lagoas nas margens da estrada","Heliodora","21/08/2019",-22.048889,-45.614722,"karina martins","exact",NA,"SISBIO",2019,"MG","ID_002003","Presente",NA,NA,NA,NA
"703","Nymphaea maculata","lagoas nas margens da estrada","Águas De São Pedro","23/08/2019",-22.605556,-47.861667,"karina martins","exact",NA,"SISBIO",2019,"SP","ID_002004","Presente",NA,NA,NA,NA
"704","Nymphaea maculata","lagoas nas margens da estrada","Piedade De Caratinga","20/08/2019",-19.757222,-42.056389,"karina martins","exact",NA,"SISBIO",2019,"MG","ID_002005","Presente",NA,NA,NA,NA
"705","Nymphaea maculata","lagoas nas margens da estrada","Pocrane","20/08/2019",-19.637778,-41.393333,"karina martins","exact",NA,"SISBIO",2019,"MG","ID_002006","Presente",NA,NA,NA,NA
"706","Nymphaea maculata","lagoas nas margens da estrada","Rio Claro","23/08/2019",-22.415,-47.525,"karina martins","exact",NA,"SISBIO",2019,"SP","ID_002007","Presente",NA,NA,NA,NA
"707","Nymphaea maculata","lagoas nos arredores da cidade e nas margens da estrada","Linhares","19/08/2019",-19.139167,-40.066389,"karina martins","exact",NA,"SISBIO",2019,"ES","ID_002008","Presente",NA,NA,NA,NA
"708","Nymphaea maculata","lagoas nos arredores da cidade e nas margens da estrada","Linhares","19/08/2019",-18.995,-40.001944,"karina martins","exact",NA,"SISBIO",2019,"ES","ID_002011","Presente",NA,NA,NA,NA
"709","Nymphaea maculata","Parque Nacional Restinga de Jurubatiba",NA,"11-25-2013/11-30-2013",-22.383333,-41.75,"FREDERICO DE MEIRELLES SANTOS PEREIRA","reference.sampled.area",NA,"SISBIO",2013,"RJ","ID_002042","Presente",NA,NA,NA,NA
"710","Nymphaea maculata","Reservatório de Itaipu","Foz Do Iguaçu","08-19-2009/09-19-2009",-25.253544,-54.467756,"ROGER PAULO MORMUL",NA,NA,"SISBIO",2009,"PR","ID_002223","Presente",NA,NA,NA,NA
"711","Crocosmia crocosmiiflora",NA,"Reserva",NA,-24.6494444444444,-50.8452777777778,NA,NA,NA,"InstitutoHorus",NA,"PR","ID_005410","Presente",NA,NA,NA,NA
"712","Crocosmia crocosmiiflora","Área de Relevante Interesse Ecológico da Serra do Tigre","Mallet",NA,-25.4025,-49.3047222222222,NA,NA,NA,"InstitutoHorus",NA,"PR","ID_005411","Presente",NA,NA,NA,NA
"713","Crocosmia crocosmiiflora",NA,"São Francisco De Paula",NA,-29.4469444444444,-50.5791666666667,NA,NA,NA,"InstitutoHorus",NA,"RS","ID_005412","Presente",NA,NA,NA,NA
"714","Crocosmia crocosmiiflora",NA,"Taquara",NA,-29.6394444444444,-50.7955555555556,NA,NA,NA,"InstitutoHorus",NA,"RS","ID_005413","Presente",NA,NA,NA,NA
"715","Crocosmia crocosmiiflora","Parque Estadual da Serra do Brigadeiro","Araponga",NA,-20.7152777777778,-42.4475,NA,NA,NA,"InstitutoHorus",NA,"MG","ID_005414","Presente",NA,NA,NA,NA
"716","Crocosmia crocosmiiflora","Parque Estadual do Itacolomi","Ouro Preto",NA,-20.4483333333333,-43.4747222222222,NA,NA,NA,"InstitutoHorus",NA,"MG","ID_005415","Presente",NA,NA,NA,NA
"717","Crocosmia crocosmiiflora","Parque Natural Municipal de Tabuazeiro","Vitória",NA,-20.3166666666667,-40.35,NA,NA,NA,"InstitutoHorus",NA,"ES","ID_005417","Presente",NA,NA,NA,NA
"718","Crocosmia crocosmiiflora","Parque Natural Municipal Saint Hilaire","Viamão",NA,-30.0863888888889,-51.0938888888889,NA,NA,NA,"InstitutoHorus",NA,"RS","ID_005418","Presente",NA,NA,NA,NA
"719","Crocosmia crocosmiiflora","Parque Estadual dos Três Picos","Nova Friburgo",NA,-22.3774444444444,-42.554675,NA,NA,NA,"InstitutoHorus",NA,"RJ","ID_005419","Presente",NA,NA,NA,NA
"720","Crocosmia crocosmiiflora","Parque Estadual Turístico do Alto Ribeira (PETAR)","Iporanga",NA,-24.4859560277778,-48.6466805555556,NA,NA,NA,"InstitutoHorus",NA,"SP","ID_005420","Presente",NA,NA,NA,NA
"721","Crocosmia crocosmiiflora",NA,"Bom Jardim Da Serra",NA,-28.361197,-49.652484,NA,NA,NA,"InstitutoHorus",NA,"SC","ID_005421","Presente",NA,NA,NA,NA
"722","Crocosmia crocosmiiflora","Parque Nacional de São Joaquim","Orleans",NA,-28.2007602777778,-49.4591675,NA,NA,NA,"InstitutoHorus",NA,"SC","ID_005422","Presente",NA,NA,NA,NA
"723","Nymphaea maculata","Monsarás, ponto 25A.","Linhares","2019-01-15T00:00:00",-19.558611,-39.801389,NA,NA,NA,"GBIF",2019,"ES","ID_009495","Presente",NA,NA,NA,NA
"724","Nymphaea maculata","Ponto 24 ML - TR.","Linhares","2019-01-16T00:00:00",-19.585833,-39.828056,NA,NA,NA,"GBIF",2019,"ES","ID_009496","Presente",NA,NA,NA,NA
"725","Nymphaea maculata","Trilha do Paliteiro (borda). Flona do Rio Preto","Conceição Da Barra","2019-02-07T00:00:00",-18.445267,-39.833363,NA,NA,NA,"GBIF",2019,"ES","ID_009497","Presente",NA,NA,NA,NA
"726","Nymphaea maculata","Parque Estadual da Mata do Limoeiro, Distrito de Ipoema","Itabira","2019-03-26T00:00:00",-19.600389,-43.436667,NA,NA,NA,"GBIF",2019,"MG","ID_009503","Presente",NA,NA,NA,NA
"727","Nymphaea maculata","NA","Santa Terezinha De Itaipu","2019-07-16T00:00:00",-25.425,-54.461389,NA,NA,NA,"GBIF",2019,"PR","ID_009514","Presente",NA,NA,NA,NA
"728","Nymphaea maculata","Repreza da Reserva","Linhares","2019-08-19T00:00:00",-19.382877,-40.029416,NA,NA,NA,"GBIF",2019,"ES","ID_009515","Presente",NA,NA,NA,NA
"729","Nymphaea maculata","Jardim Botânico da UFJF, Lago em campo aberto","Juiz De Fora","2019-09-06T00:00:00",-21.729444,-43.370556,NA,NA,NA,"GBIF",2019,"MG","ID_009516","Presente",NA,NA,NA,NA
"730","Nymphaea maculata","Fazenda Vaca Branca. canal de drenagem próximo ao rio laranjaí da Fazenda Viçosa com até 2m de profundidade. Parque Natural Municipal de Naviraí.","Naviraí","2019-10-30T00:00:00",-23.112222,-53.743333,NA,NA,NA,"GBIF",2019,"MS","ID_009517","Presente",NA,NA,NA,NA
"731","Nymphaea maculata","Parque de Naviraí. Canal de drenagem. Parque Natural Municipal de Naviraí.","Naviraí","2019-10-01T00:00:00",-23.104722,-53.766944,NA,NA,NA,"GBIF",2019,"MS","ID_009518","Presente",NA,NA,NA,NA
"732","Nymphaea maculata","Limite Sul da Flona. Floresta Nacional do Rio Preto","Conceição Da Barra","2019-12-16T00:00:00",-18.435,-39.833611,NA,NA,NA,"GBIF",2019,"ES","ID_009519","Presente",NA,NA,NA,NA
"733","Nymphaea maculata","Estação Ecológica Municipal Francisco","Reserva Do Iguaçu","2018-04-12T00:00:00",-25.916361,-51.862833,NA,NA,NA,"GBIF",2018,"PR","ID_009521","Presente",NA,NA,NA,NA
"734","Nymphaea maculata","Jardim Botânico da UFJF","Juiz De Fora","2018-08-24T00:00:00",-21.733333,-43.366667,NA,NA,NA,"GBIF",2018,"MG","ID_009522","Presente",NA,NA,NA,NA
"735","Nymphaea maculata","Itaipuaçu, Barroco, Avenida Circular , Refúgio da Vida Silvestre Lagoa do São Bento, 23K.  706951,85 E - 7459952,46 N.","Maricá","2018-10-05T00:00:00",-22.915334,-42.816987,NA,NA,NA,"GBIF",2018,"RJ","ID_009523","Presente",NA,NA,NA,NA
"736","Nymphaea maculata","Monsarás - Ponto 25 MN.","Linhares","2018-10-25T00:00:00",-19.558611,-39.801389,NA,NA,NA,"GBIF",2018,"ES","ID_009524","Presente",NA,NA,NA,NA
"737","Nymphaea maculata","NA","Canoinhas","2017-03-30T00:00:00",-26.100833,-50.489167,NA,NA,NA,"GBIF",2017,"SC","ID_009528","Presente",NA,NA,NA,NA
"738","Nymphaea maculata","Parque Estadual de Dois Irmãos","Recife","2017-03-16T00:00:00",-8.039356,-34.933085,NA,NA,NA,"GBIF",2017,"PE","ID_009529","Presente",NA,NA,NA,NA
"739","Nymphaea maculata","Rio Guaraguaçu","Pontal Do Paraná","2017-04-25T00:00:00",-25.764167,-48.555,NA,NA,NA,"GBIF",2017,"PR","ID_009531","Presente",NA,NA,NA,NA
